1.465308465661800774e+01,4.540125019840555609e+01,2.606186412151147991e+00,3.000000000000000000e+00
3.531770612008283194e+01,5.164142354372653898e+01,-2.147781318796592842e+00,3.000000000000000000e+00
7.181225442457429153e+01,6.787818979232386596e+01,9.106370805650448119e+01,1.000000000000000000e+00
5.666184948884824735e+01,7.379726708164257332e+01,6.930422347706877417e+01,1.000000000000000000e+00
5.815034553357855884e+01,9.881358421393908031e+01,1.427745615801649421e+02,2.000000000000000000e+00
-1.080844527032407854e+00,-4.748979105335765283e+00,4.365506641409949395e+01,4.000000000000000000e+00
2.797812120409177084e+01,5.873151102881642061e+01,4.326161850168415590e+00,3.000000000000000000e+00
-9.263769833581237734e+00,-6.636984801057835170e+00,4.772810654569079958e+01,4.000000000000000000e+00
1.710899267450566796e+01,4.747057272046703247e+01,1.292814206742038685e+01,3.000000000000000000e+00
7.555478808419913150e+01,9.951439096866182865e+01,1.418415255005683662e+02,2.000000000000000000e+00
7.308626763016764016e+01,8.184271577644528861e+01,8.408350543102062602e+01,1.000000000000000000e+00
-1.561631742548948765e+00,-7.858967320170878068e+00,3.823239568425236712e+01,4.000000000000000000e+00
8.106681818528548433e+01,8.724064922302432024e+01,1.314750844525543698e+02,2.000000000000000000e+00
9.828065082570232391e+01,7.654759613398252327e+01,1.359519367293914627e+02,2.000000000000000000e+00
-8.670354655871863159e+00,-7.064201246407369794e+00,5.070470141918227824e+01,4.000000000000000000e+00
-1.227599058664568865e+01,-7.935104738219076026e+00,4.035632896686696114e+01,4.000000000000000000e+00
3.250701104249634454e+01,5.421163625331594460e+01,-3.359904192754776631e+01,3.000000000000000000e+00
7.071725782392654480e+01,5.955193736204564914e+01,8.407556975990505066e+01,1.000000000000000000e+00
3.850012220200955682e-01,-2.859336542865742459e+00,4.704815244344719360e+01,4.000000000000000000e+00
-7.812625637548590518e+00,-5.103635195242747002e+00,4.569713304565442513e+01,4.000000000000000000e+00
-1.622899184730384192e+00,-4.457143095775213837e+00,4.165805692563989737e+01,4.000000000000000000e+00
-7.086830375252340275e+00,5.176754673053947897e+01,-1.770478524379392837e+01,3.000000000000000000e+00
-1.148915737312311514e+01,1.282407657968298587e+00,4.484761316441668555e+01,4.000000000000000000e+00
6.854242688117531657e+01,8.424214883774982354e+01,1.564624653863386357e+02,2.000000000000000000e+00
6.849310551867171526e-01,-1.812538100972011179e+00,4.234928652573908181e+01,4.000000000000000000e+00
7.436862159759502333e+01,9.052688979134808278e+01,1.498946295406532272e+02,2.000000000000000000e+00
6.269329223888431102e+01,1.066136248669231463e+02,1.382941335465735335e+02,2.000000000000000000e+00
-1.226059893778260346e+01,4.337257557725079948e+01,-7.645341296871210446e+00,3.000000000000000000e+00
